x,y,d,t
37.567128,127.059625,2024/08/29,23:08:27
37.567128,127.059625,2024/08/29,23:08:39
37.567132,127.059623,2024/08/29,23:08:40
37.567138,127.059623,2024/08/29,23:08:41
37.567146,127.059624,2024/08/29,23:08:42
37.567158,127.05963,2024/08/29,23:08:43
37.567171,127.059639,2024/08/29,23:08:44
37.567186,127.059649,2024/08/29,23:08:45
37.567201,127.059662,2024/08/29,23:08:46
37.567215,127.059679,2024/08/29,23:08:47
37.567229,127.0597,2024/08/29,23:08:48
37.567243,127.059732,2024/08/29,23:08:49
37.567254,127.059766,2024/08/29,23:08:50
37.567261,127.059799,2024/08/29,23:08:51
37.567265,127.059831,2024/08/29,23:08:52
37.567265,127.059865,2024/08/29,23:08:53
37.567263,127.059896,2024/08/29,23:08:54
37.567242,127.059923,2024/08/29,23:08:55
37.567229,127.059956,2024/08/29,23:08:56
37.567212,127.059988,2024/08/29,23:08:57
37.567194,127.060022,2024/08/29,23:08:58
37.567177,127.06005,2024/08/29,23:08:59
37.567141,127.060071,2024/08/29,23:09:00
37.567112,127.060092,2024/08/29,23:09:01
37.567073,127.060096,2024/08/29,23:09:02
37.567034,127.060103,2024/08/29,23:09:03
37.567001,127.060114,2024/08/29,23:09:04
37.566976,127.060126,2024/08/29,23:09:05
37.566956,127.060144,2024/08/29,23:09:06
37.56694,127.060161,2024/08/29,23:09:07
37.566927,127.060182,2024/08/29,23:09:08
37.566915,127.060207,2024/08/29,23:09:09
37.566906,127.060233,2024/08/29,23:09:10
37.5669,127.060261,2024/08/29,23:09:11
37.566901,127.060295,2024/08/29,23:09:12
37.566902,127.060329,2024/08/29,23:09:13
37.566905,127.060361,2024/08/29,23:09:14
37.566911,127.060391,2024/08/29,23:09:15
37.566919,127.060419,2024/08/29,23:09:16
37.56693,127.060447,2024/08/29,23:09:17
37.566942,127.060467,2024/08/29,23:09:18
37.566955,127.060483,2024/08/29,23:09:19
37.566967,127.060495,2024/08/29,23:09:20
37.566976,127.06051,2024/08/29,23:09:21
37.566983,127.060526,2024/08/29,23:09:22
37.566989,127.060538,2024/08/29,23:09:23
37.566996,127.060545,2024/08/29,23:09:24
37.567005,127.060556,2024/08/29,23:09:25
37.567014,127.060567,2024/08/29,23:09:26
37.567024,127.06058,2024/08/29,23:09:27
