x,y,d,t
35.81191,128.478815,2024/02/09,04:31:36
35.81191,128.478815,2024/02/09,04:31:37
35.811903,128.478819,2024/02/09,04:31:38
35.811889,128.478829,2024/02/09,04:31:39
35.81187,128.478846,2024/02/09,04:31:40
35.811846,128.478867,2024/02/09,04:31:41
35.811821,128.47889,2024/02/09,04:31:42
35.811796,128.478912,2024/02/09,04:31:43
35.81177,128.478935,2024/02/09,04:31:44
35.811743,128.47896,2024/02/09,04:31:45
35.811718,128.478984,2024/02/09,04:31:46
35.811692,128.479009,2024/02/09,04:31:47
35.811671,128.47904,2024/02/09,04:31:48
35.811649,128.479062,2024/02/09,04:31:49
35.811631,128.479085,2024/02/09,04:31:50
35.811613,128.479108,2024/02/09,04:31:51
35.811596,128.479131,2024/02/09,04:31:52
35.81158,128.479154,2024/02/09,04:31:53
35.811561,128.479176,2024/02/09,04:31:54
35.811541,128.479197,2024/02/09,04:31:55
35.811523,128.479217,2024/02/09,04:31:56
35.811506,128.479236,2024/02/09,04:31:57
35.811496,128.479258,2024/02/09,04:31:59
35.811494,128.47928,2024/02/09,04:32:00
35.8115,128.479302,2024/02/09,04:32:01
35.811511,128.479325,2024/02/09,04:32:02
35.811526,128.479349,2024/02/09,04:32:03
35.811543,128.479375,2024/02/09,04:32:04
35.811561,128.479399,2024/02/09,04:32:05
35.811576,128.479424,2024/02/09,04:32:06
35.811592,128.479447,2024/02/09,04:32:07
35.811611,128.479468,2024/02/09,04:32:08
35.811635,128.479489,2024/02/09,04:32:09
35.811663,128.47951,2024/02/09,04:32:10
35.811697,128.479535,2024/02/09,04:32:11
35.811729,128.479561,2024/02/09,04:32:12
35.81175,128.479596,2024/02/09,04:32:13
35.811766,128.479627,2024/02/09,04:32:14
35.811783,128.479656,2024/02/09,04:32:15
35.811802,128.47968,2024/02/09,04:32:16
35.811821,128.479706,2024/02/09,04:32:17
35.811838,128.479725,2024/02/09,04:32:18
35.811858,128.479746,2024/02/09,04:32:19
35.811877,128.479769,2024/02/09,04:32:20
35.811897,128.479792,2024/02/09,04:32:21
35.811918,128.479814,2024/02/09,04:32:22
35.811938,128.479835,2024/02/09,04:32:23
35.811958,128.479858,2024/02/09,04:32:24
35.811977,128.479882,2024/02/09,04:32:25
35.811997,128.479905,2024/02/09,04:32:26
35.812018,128.479928,2024/02/09,04:32:27
35.81204,128.479951,2024/02/09,04:32:28
35.812062,128.479973,2024/02/09,04:32:29
35.812083,128.479997,2024/02/09,04:32:30
35.812103,128.48002,2024/02/09,04:32:31
35.812123,128.480043,2024/02/09,04:32:32
35.812142,128.480067,2024/02/09,04:32:33
35.812161,128.480091,2024/02/09,04:32:34
35.81218,128.480115,2024/02/09,04:32:35
35.812198,128.480139,2024/02/09,04:32:36
35.812216,128.480162,2024/02/09,04:32:37
35.812234,128.480185,2024/02/09,04:32:38
35.812252,128.480208,2024/02/09,04:32:39
35.812268,128.480229,2024/02/09,04:32:40
