x,y,d,t
37.550337,127.083405,2024/05/12,08:38:52
37.550327,127.083384,2024/05/12,08:38:53
37.550315,127.083363,2024/05/12,08:38:54
37.550303,127.083341,2024/05/12,08:38:55
37.550291,127.083319,2024/05/12,08:38:56
37.550279,127.083296,2024/05/12,08:38:57
37.550266,127.083276,2024/05/12,08:38:58
37.550252,127.083256,2024/05/12,08:38:59
37.550237,127.083238,2024/05/12,08:39:00
37.550219,127.083225,2024/05/12,08:39:01
37.550203,127.083216,2024/05/12,08:39:02
37.550186,127.083214,2024/05/12,08:39:03
37.550167,127.083214,2024/05/12,08:39:04
37.550147,127.083214,2024/05/12,08:39:05
37.550127,127.083216,2024/05/12,08:39:06
37.550107,127.083218,2024/05/12,08:39:07
37.550085,127.083222,2024/05/12,08:39:08
37.550063,127.083221,2024/05/12,08:39:09
37.550042,127.083218,2024/05/12,08:39:10
37.55002,127.083218,2024/05/12,08:39:11
37.55,127.083215,2024/05/12,08:39:12
37.549981,127.083212,2024/05/12,08:39:13
37.549961,127.083208,2024/05/12,08:39:14
37.549942,127.083198,2024/05/12,08:39:15
37.549922,127.083186,2024/05/12,08:39:16
37.549904,127.083171,2024/05/12,08:39:17
37.549887,127.083155,2024/05/12,08:39:18
37.549872,127.083138,2024/05/12,08:39:19
37.549854,127.083125,2024/05/12,08:39:20
37.549836,127.083113,2024/05/12,08:39:21
37.549817,127.083097,2024/05/12,08:39:22
37.5498,127.083078,2024/05/12,08:39:23
37.549782,127.083058,2024/05/12,08:39:24
37.549764,127.083039,2024/05/12,08:39:25
37.549747,127.08302,2024/05/12,08:39:26
37.549731,127.083002,2024/05/12,08:39:27
37.549713,127.08299,2024/05/12,08:39:28
37.549694,127.082978,2024/05/12,08:39:29
37.549676,127.082963,2024/05/12,08:39:30
37.549658,127.082948,2024/05/12,08:39:31
37.54964,127.082933,2024/05/12,08:39:32
37.549625,127.082918,2024/05/12,08:39:33
37.549609,127.082902,2024/05/12,08:39:34
37.549591,127.082891,2024/05/12,08:39:35
37.54957,127.082893,2024/05/12,08:39:36
37.549548,127.0829,2024/05/12,08:39:37
37.549525,127.082913,2024/05/12,08:39:38
37.549504,127.082924,2024/05/12,08:39:39
37.549485,127.082931,2024/05/12,08:39:40
37.549467,127.082938,2024/05/12,08:39:41
37.549451,127.082946,2024/05/12,08:39:42
37.549434,127.082956,2024/05/12,08:39:43
37.549421,127.082969,2024/05/12,08:39:44
37.549405,127.082985,2024/05/12,08:39:45
37.549389,127.083,2024/05/12,08:39:46
37.549376,127.083017,2024/05/12,08:39:47
37.549361,127.083037,2024/05/12,08:39:48
37.549345,127.083054,2024/05/12,08:39:49
37.549328,127.08307,2024/05/12,08:39:50
37.54931,127.083089,2024/05/12,08:39:51
37.549294,127.08311,2024/05/12,08:39:52
37.549282,127.083128,2024/05/12,08:39:53
37.549269,127.083147,2024/05/12,08:39:54
37.549257,127.083169,2024/05/12,08:39:55
37.549245,127.083193,2024/05/12,08:39:56
37.549232,127.083216,2024/05/12,08:39:57
37.54922,127.083237,2024/05/12,08:39:58
37.549206,127.083257,2024/05/12,08:39:59
37.549193,127.083278,2024/05/12,08:40:00
37.549181,127.083301,2024/05/12,08:40:01
37.549167,127.083324,2024/05/12,08:40:02
37.549151,127.083349,2024/05/12,08:40:03
37.549133,127.08337,2024/05/12,08:40:04
37.549114,127.083387,2024/05/12,08:40:05
37.549096,127.083403,2024/05/12,08:40:06
37.549077,127.083418,2024/05/12,08:40:07
37.549058,127.083431,2024/05/12,08:40:08
37.549039,127.083444,2024/05/12,08:40:09
37.549017,127.083456,2024/05/12,08:40:10
37.548993,127.083466,2024/05/12,08:40:11
37.548968,127.083475,2024/05/12,08:40:12
37.548942,127.083483,2024/05/12,08:40:13
37.548918,127.08349,2024/05/12,08:40:14
37.548893,127.083497,2024/05/12,08:40:15
37.548869,127.083503,2024/05/12,08:40:16
37.548845,127.083508,2024/05/12,08:40:17
37.548821,127.083514,2024/05/12,08:40:18
37.548795,127.083521,2024/05/12,08:40:19
37.548771,127.083527,2024/05/12,08:40:20
37.548746,127.083535,2024/05/12,08:40:21
37.548722,127.083544,2024/05/12,08:40:22
37.548703,127.083552,2024/05/12,08:40:23
37.548684,127.083563,2024/05/12,08:40:24
37.548665,127.083573,2024/05/12,08:40:25
37.548647,127.083583,2024/05/12,08:40:26
37.548628,127.083595,2024/05/12,08:40:27
37.548607,127.083606,2024/05/12,08:40:28
37.548587,127.083617,2024/05/12,08:40:29
37.548564,127.083627,2024/05/12,08:40:30
37.548541,127.083636,2024/05/12,08:40:31
37.548517,127.083647,2024/05/12,08:40:32
37.548494,127.083656,2024/05/12,08:40:33
