x,y,d,t
37.56672,127.05895,2024/08/22,11:58:14
37.56672,127.05895,2024/08/22,11:58:31
37.566721,127.058949,2024/08/22,11:58:32
37.566727,127.058949,2024/08/22,11:58:33
37.566735,127.05895,2024/08/22,11:58:34
37.566742,127.058953,2024/08/22,11:58:35
37.566749,127.058957,2024/08/22,11:58:36
37.566755,127.058962,2024/08/22,11:58:37
37.566762,127.05897,2024/08/22,11:58:38
37.566777,127.058937,2024/08/22,11:58:39
37.566786,127.058945,2024/08/22,11:58:40
37.566787,127.058962,2024/08/22,11:58:41
37.566787,127.058978,2024/08/22,11:58:42
37.566788,127.058995,2024/08/22,11:58:43
37.566789,127.059012,2024/08/22,11:58:45
37.56679,127.059029,2024/08/22,11:58:45
37.566815,127.059089,2024/08/22,11:58:47
37.566825,127.059109,2024/08/22,11:58:47
37.566836,127.059142,2024/08/22,11:58:48
37.566849,127.059173,2024/08/22,11:58:49
37.566866,127.059205,2024/08/22,11:58:50
37.566884,127.059235,2024/08/22,11:58:51
37.566901,127.059262,2024/08/22,11:58:52
37.566917,127.059287,2024/08/22,11:58:53
37.566931,127.059342,2024/08/22,11:58:55
37.566944,127.059398,2024/08/22,11:58:55
37.566955,127.059448,2024/08/22,11:58:57
37.566966,127.059491,2024/08/22,11:58:57
37.566977,127.059529,2024/08/22,11:58:59
37.566989,127.059556,2024/08/22,11:59:00
37.567001,127.059576,2024/08/22,11:59:01
37.56702,127.059597,2024/08/22,11:59:02
37.567028,127.059603,2024/08/22,11:59:03
37.567035,127.05961,2024/08/22,11:59:04
37.567043,127.059616,2024/08/22,11:59:05
37.56705,127.059623,2024/08/22,11:59:06
37.567058,127.05963,2024/08/22,11:59:07
37.567065,127.059636,2024/08/22,11:59:07
37.567072,127.059641,2024/08/22,11:59:09
37.56708,127.059645,2024/08/22,11:59:10
37.567092,127.059645,2024/08/22,11:59:11
37.567106,127.059646,2024/08/22,11:59:12
37.56712,127.059645,2024/08/22,11:59:13
37.567131,127.059645,2024/08/22,11:59:14
37.567139,127.059644,2024/08/22,11:59:15
37.567148,127.059641,2024/08/22,11:59:16
37.56716,127.059638,2024/08/22,11:59:17
37.567161,127.059612,2024/08/22,11:59:18
37.567163,127.059584,2024/08/22,11:59:19
37.567162,127.059561,2024/08/22,11:59:20
37.567159,127.059546,2024/08/22,11:59:21
37.567154,127.059543,2024/08/22,11:59:22
37.567146,127.059543,2024/08/22,11:59:23
37.567133,127.059548,2024/08/22,11:59:24
37.567118,127.059562,2024/08/22,11:59:25
37.567099,127.059574,2024/08/22,11:59:26
37.567077,127.059584,2024/08/22,11:59:27
37.567056,127.059592,2024/08/22,11:59:28
37.567033,127.059599,2024/08/22,11:59:29
37.567013,127.059605,2024/08/22,11:59:30
37.566995,127.05961,2024/08/22,11:59:31
