x,y,d,t
37.502065000,127.136870000,2015/09/29,08:24:01
37.502051000,127.136967000,2015/09/29,08:24:02
37.501929000,127.137028000,2015/09/29,08:24:04
37.501812000,127.137102000,2015/09/29,08:24:12
37.502182000,127.137338000,2015/09/29,08:24:19
37.502345000,127.136922000,2015/09/29,08:24:25
37.502590000,127.136754000,2015/09/29,08:24:32
37.502469000,127.137193000,2015/09/29,08:24:38
37.502600000,127.137231000,2015/09/29,08:24:45
37.502838000,127.137154000,2015/09/29,08:24:51
37.503088000,127.137081000,2015/09/29,08:24:59
37.503220000,127.137032000,2015/09/29,08:25:06
37.503326000,127.136801000,2015/09/29,08:25:19
37.503471000,127.136669000,2015/09/29,08:25:25
37.503491000,127.136947000,2015/09/29,08:25:27
37.503594000,127.136875000,2015/09/29,08:25:31
37.503702000,127.136836000,2015/09/29,08:25:35
37.503802000,127.136806000,2015/09/29,08:25:39
37.503895000,127.136786000,2015/09/29,08:25:43
37.503986000,127.136805000,2015/09/29,08:25:49
37.504076000,127.136841000,2015/09/29,08:25:54
37.504182000,127.136837000,2015/09/29,08:25:56
37.504271000,127.136786000,2015/09/29,08:26:00
37.504356000,127.136722000,2015/09/29,08:26:05
37.504454000,127.136693000,2015/09/29,08:26:10
37.504561000,127.136684000,2015/09/29,08:26:16
37.504655000,127.136682000,2015/09/29,08:26:20
37.504751000,127.136666000,2015/09/29,08:26:25
37.504862000,127.136642000,2015/09/29,08:26:29
37.504982000,127.136626000,2015/09/29,08:26:33
37.505081000,127.136588000,2015/09/29,08:26:38
37.505172000,127.136584000,2015/09/29,08:26:43
37.505266000,127.136585000,2015/09/29,08:26:47
37.505364000,127.136596000,2015/09/29,08:26:51
37.505457000,127.136606000,2015/09/29,08:26:55
37.505555000,127.136577000,2015/09/29,08:26:59
37.505647000,127.136559000,2015/09/29,08:27:03
37.505767000,127.136527000,2015/09/29,08:27:08
37.505868000,127.136538000,2015/09/29,08:27:11
37.505979000,127.136557000,2015/09/29,08:27:15
37.506083000,127.136552000,2015/09/29,08:27:20
37.506182000,127.136545000,2015/09/29,08:27:24
37.506271000,127.136533000,2015/09/29,08:27:28
37.506365000,127.136507000,2015/09/29,08:27:33
37.506470000,127.136482000,2015/09/29,08:27:37
37.506567000,127.136461000,2015/09/29,08:27:41
37.506668000,127.136438000,2015/09/29,08:27:45
37.506781000,127.136439000,2015/09/29,08:27:50
37.506886000,127.136440000,2015/09/29,08:27:55
37.506985000,127.136455000,2015/09/29,08:27:59
37.507081000,127.136446000,2015/09/29,08:28:03
37.507170000,127.136428000,2015/09/29,08:28:07
37.507277000,127.136410000,2015/09/29,08:28:12
37.507367000,127.136425000,2015/09/29,08:28:17
37.507466000,127.136416000,2015/09/29,08:28:23
37.507558000,127.136390000,2015/09/29,08:28:27
37.507650000,127.136392000,2015/09/29,08:28:31
37.507747000,127.136392000,2015/09/29,08:28:35
37.507863000,127.136383000,2015/09/29,08:28:40
37.507961000,127.136373000,2015/09/29,08:28:44
37.508047000,127.136326000,2015/09/29,08:28:49
37.508122000,127.136257000,2015/09/29,08:28:53
37.508196000,127.136188000,2015/09/29,08:28:57
37.508286000,127.136107000,2015/09/29,08:29:02
37.508373000,127.136030000,2015/09/29,08:29:07
37.508454000,127.135957000,2015/09/29,08:29:12
37.508573000,127.135853000,2015/09/29,08:29:20
37.508670000,127.135867000,2015/09/29,08:29:23
37.509028000,127.136325000,2015/09/29,08:29:25
37.509093000,127.136226000,2015/09/29,08:29:30
37.509191000,127.136185000,2015/09/29,08:29:35
37.509279000,127.136158000,2015/09/29,08:29:39
37.509396000,127.136121000,2015/09/29,08:29:44
37.509489000,127.136099000,2015/09/29,08:29:48
37.509589000,127.136098000,2015/09/29,08:29:52
37.509692000,127.136083000,2015/09/29,08:29:56
37.509786000,127.136081000,2015/09/29,08:30:00
37.509891000,127.136071000,2015/09/29,08:30:05
37.509996000,127.136067000,2015/09/29,08:30:10
37.510086000,127.136061000,2015/09/29,08:30:14
37.510182000,127.136054000,2015/09/29,08:30:18
37.510285000,127.136053000,2015/09/29,08:30:22
37.510378000,127.136062000,2015/09/29,08:30:27
37.510470000,127.136039000,2015/09/29,08:30:31
37.510576000,127.136022000,2015/09/29,08:30:36
37.510669000,127.136000000,2015/09/29,08:30:40
37.510757000,127.135977000,2015/09/29,08:30:44
37.510860000,127.135935000,2015/09/29,08:30:49
37.510946000,127.135895000,2015/09/29,08:30:53
37.511050000,127.135874000,2015/09/29,08:30:57
37.511147000,127.135846000,2015/09/29,08:31:01
37.511242000,127.135816000,2015/09/29,08:31:05
37.511344000,127.135777000,2015/09/29,08:31:09
